,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
885,A sister of many guys wasn't getting fired.,A sister of many guys weren't getting fired.,A sister of many guys,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,885,sister,A sister of many guys
886,The cousin of the women doesn't commission Lawrence's student to confuse guys.,The cousin of the women don't commission Lawrence's student to confuse guys.,The cousin of the women,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,886,cousin,The cousin of the women
887,The fathers of Matt fall asleep.,The fathers of Matt falls asleep.,The fathers of Matt,fall asleep,falls asleep,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,887,fathers,The fathers of Matt
888,The mothers of Eva were revealing some cat.,The mothers of Eva is revealing some cat.,The mothers of Eva,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,888,mothers,The mothers of Eva
889,A photograph of the grocery stores does appear.,A photograph of the grocery stores do appear.,A photograph of the grocery stores,does,do,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,889,photograph,A photograph of the grocery stores
890,The paintings of Matt do impress Pamela.,The paintings of Matt does impress Pamela.,The paintings of Matt,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,890,paintings,The paintings of Matt
891,The print of those gloves does resemble some sketch.,The print of those gloves do resemble some sketch.,The print of those gloves,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,891,print,The print of those gloves
892,The movies about literature do worry libraries.,The movies about literature does worry libraries.,The movies about literature,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,892,movies,The movies about literature
893,The prints of Galileo aren't distracting many patients.,The prints of Galileo isn't distracting many patients.,The prints of Galileo,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,893,prints,The prints of Galileo
894,The pamphlets about art were scaring the Lutherans.,The pamphlets about art was scaring the Lutherans.,The pamphlets about art,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,894,pamphlets,The pamphlets about art
895,The sketches of some bird have upset Beverly.,The sketches of some bird has upset Beverly.,The sketches of some bird,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,895,sketches,The sketches of some bird
896,The pamphlets about literature haven't bothered Candice.,The pamphlets about literature hasn't bothered Candice.,The pamphlets about literature,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,896,pamphlets,The pamphlets about literature
897,The fathers of Rhonda aren't spurring Lawrence's plumbers to complain about Lawrence.,The fathers of Rhonda wasn't spurring Lawrence's plumbers to complain about Lawrence.,The fathers of Rhonda,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,897,fathers,The fathers of Rhonda
898,The mothers of a customer have continued to hide this box.,The mothers of a customer has continued to hide this box.,The mothers of a customer,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,898,mothers,The mothers of a customer
899,The sketch of these pictures alarms April.,The sketch of these pictures alarm April.,The sketch of these pictures,alarms,alarm,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,899,NA,NA
900,The shows about art alarm Chad.,The shows about art alarms Chad.,The shows about art,alarm,alarms,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,900,NA,NA
901,The painting of eyes isn't falling.,The painting of eyes weren't falling.,The painting of eyes,isn't,weren't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,901,painting,The painting of eyes
902,The niece of some men is advising Barbara to climb up hills.,The niece of some men were advising Barbara to climb up hills.,The niece of some men,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,902,niece,The niece of some men
903,The pictures of Carrie resemble some sketch.,The pictures of Carrie resembles some sketch.,The pictures of Carrie,resemble,resembles,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,903,pictures,The pictures of Carrie
904,The sister of a lot of drivers responds.,The sister of a lot of drivers respond.,The sister of a lot of drivers,responds,respond,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,904,sister,The sister of a lot of drivers
905,A pamphlet about the Lutherans vanishes.,A pamphlet about the Lutherans vanish.,A pamphlet about the Lutherans,vanishes,vanish,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,905,pamphlet,A pamphlet about the Lutherans
906,The granddaughter of the cashiers longs to insult Kirsten.,The granddaughter of the cashiers long to insult Kirsten.,The granddaughter of the cashiers,longs,long,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,906,granddaughter,The granddaughter of the cashiers
907,The report about the Clintons doesn't impress some lady.,The report about the Clintons don't impress some lady.,The report about the Clintons,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,907,report,The report about the Clintons
908,A daughter of all teenagers doesn't hurt a child.,A daughter of all teenagers don't hurt a child.,A daughter of all teenagers,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,908,daughter,A daughter of all teenagers
909,The shows about Spain bore this senator.,The shows about Spain bores this senator.,The shows about Spain,bore,bores,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,909,shows,The shows about Spain
910,The paintings of Jill do scare most organizations.,The paintings of Jill does scare most organizations.,The paintings of Jill,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,910,paintings,The paintings of Jill
911,The nephews of John haven't taken all hamsters.,The nephews of John hasn't taken all hamsters.,The nephews of John,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,911,nephews,The nephews of John
912,A friend of these teenagers is training.,A friend of these teenagers are training.,A friend of these teenagers,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,912,friend,A friend of these teenagers
913,A friend of the customers has pressed Stephen to fire James.,A friend of the customers have pressed Stephen to fire James.,A friend of the customers,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,913,friend,A friend of the customers
914,The fathers of Joseph do prod some nephews of Bruce to argue.,The fathers of Joseph does prod some nephews of Bruce to argue.,The fathers of Joseph,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,914,fathers,The fathers of Joseph
915,The movie about the Balkans does aggravate these libraries.,The movie about the Balkans do aggravate these libraries.,The movie about the Balkans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,915,movie,The movie about the Balkans
916,The niece of many ladies attempts to change.,The niece of many ladies attempt to change.,The niece of many ladies,attempts,attempt,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,916,niece,The niece of many ladies
917,The brochures about Harvard University were irritating Tracy.,The brochures about Harvard University is irritating Tracy.,The brochures about Harvard University,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,917,brochures,The brochures about Harvard University
918,A movie about the Clintons isn't worrying Martin.,A movie about the Clintons weren't worrying Martin.,A movie about the Clintons,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,918,movie,A movie about the Clintons
919,The nephews of Tonya do pressure Rachel's sisters to insult a grocery store.,The nephews of Tonya does pressure Rachel's sisters to insult a grocery store.,The nephews of Tonya,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,919,nephews,The nephews of Tonya
920,The photograph of most movie theaters hasn't appeared.,The photograph of most movie theaters haven't appeared.,The photograph of most movie theaters,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,920,photograph,The photograph of most movie theaters
921,A picture of many drivers does alarm Samantha.,A picture of many drivers do alarm Samantha.,A picture of many drivers,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,921,picture,A picture of many drivers
