,Sentence_good,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,target
926,"When Yolanda and Sonia got a coconut at the river, Sonia decided to give it to Yolanda","When Yolanda and Sonia got a coconut at the river, Sonia decided to give it to",Yolanda,Sonia,Yolanda
927,"Afterwards, Pat and Ella went to the school. Pat gave a blackberry to Ella","Afterwards, Pat and Ella went to the school. Pat gave a blackberry to",Ella,Pat,Ella
928,"While Janet and Marsha were working at the zoo, Marsha gave a kiwi to Janet","While Janet and Marsha were working at the zoo, Marsha gave a kiwi to",Janet,Marsha,Janet
929,"Then, Jackie and Kathryn were working at the store. Jackie decided to give a raspberry to Kathryn","Then, Jackie and Kathryn were working at the store. Jackie decided to give a raspberry to",Kathryn,Jackie,Kathryn
930,"Then, Mattie and Violet were working at the park. Violet decided to give a orange to Mattie","Then, Mattie and Violet were working at the park. Violet decided to give a orange to",Mattie,Violet,Mattie
931,"After the lunch, Alice and Marian went to the zoo. Alice gave a strawberry to Marian","After the lunch, Alice and Marian went to the zoo. Alice gave a strawberry to",Marian,Alice,Marian
932,"Then, Yolanda and Rachel went to the cave. Rachel gave a coconut to Yolanda","Then, Yolanda and Rachel went to the cave. Rachel gave a coconut to",Yolanda,Rachel,Yolanda
933,"While Alice and Kim were commuting to the store, Alice gave a papaya to Kim","While Alice and Kim were commuting to the store, Alice gave a papaya to",Kim,Alice,Kim
934,"After Sheila and Suzanne went to the mountain, Suzanne gave a orange to Sheila","After Sheila and Suzanne went to the mountain, Suzanne gave a orange to",Sheila,Suzanne,Sheila
935,"While Velma and Ginger were commuting to the market, Velma gave a peach to Ginger","While Velma and Ginger were commuting to the market, Velma gave a peach to",Ginger,Velma,Ginger
936,"Then, Alyssa and Carol were thinking about going to the river. Carol wanted to give a coconut to Alyssa","Then, Alyssa and Carol were thinking about going to the river. Carol wanted to give a coconut to",Alyssa,Carol,Alyssa
937,"Afterwards, Marilyn and Anne went to the river. Marilyn gave a coconut to Anne","Afterwards, Marilyn and Anne went to the river. Marilyn gave a coconut to",Anne,Marilyn,Anne
938,"When Jessie and Agnes got a cantaloupe at the lake, Agnes decided to give the cantaloupe to Jessie","When Jessie and Agnes got a cantaloupe at the lake, Agnes decided to give the cantaloupe to",Jessie,Agnes,Jessie
939,"When Yvette and Jerry got a pear at the cave, Yvette decided to give it to Jerry","When Yvette and Jerry got a pear at the cave, Yvette decided to give it to",Jerry,Yvette,Jerry
940,"After the lunch, Chelsea and Bernadette went to the lake. Bernadette gave a raspberry to Chelsea","After the lunch, Chelsea and Bernadette went to the lake. Bernadette gave a raspberry to",Chelsea,Bernadette,Chelsea
941,"Then, Bernadette and Harriet went to the cave. Bernadette gave a kiwi to Harriet","Then, Bernadette and Harriet went to the cave. Bernadette gave a kiwi to",Harriet,Bernadette,Harriet
942,"While Deanna and Sophia were commuting to the lake, Sophia gave a orange to Deanna","While Deanna and Sophia were commuting to the lake, Sophia gave a orange to",Deanna,Sophia,Deanna
943,"After Faye and Diana went to the library, Faye gave a papaya to Diana","After Faye and Diana went to the library, Faye gave a papaya to",Diana,Faye,Diana
944,"After the lunch, Dianne and Shannon went to the lake. Shannon gave a cherry to Dianne","After the lunch, Dianne and Shannon went to the lake. Shannon gave a cherry to",Dianne,Shannon,Dianne
945,The park Jackie and Jessie went to had a mango. Jackie gave it to Jessie,The park Jackie and Jessie went to had a mango. Jackie gave it to,Jessie,Jackie,Jessie
946,"When Kathryn and Leigh got a cherry at the forest, Leigh decided to give it to Kathryn","When Kathryn and Leigh got a cherry at the forest, Leigh decided to give it to",Kathryn,Leigh,Kathryn
947,Friends Robin and Dianne found a papaya at the cafe. Robin gave it to Dianne,Friends Robin and Dianne found a papaya at the cafe. Robin gave it to,Dianne,Robin,Dianne
948,"Then, Ginger and Robin went to the beach. Robin gave a coconut to Ginger","Then, Ginger and Robin went to the beach. Robin gave a coconut to",Ginger,Robin,Ginger
949,"Then, Suzanne and Jacqueline went to the school. Suzanne gave a pineapple to Jacqueline","Then, Suzanne and Jacqueline went to the school. Suzanne gave a pineapple to",Jacqueline,Suzanne,Jacqueline
950,"Afterwards, Jerry and Shannon went to the cafe. Shannon gave a orange to Jerry","Afterwards, Jerry and Shannon went to the cafe. Shannon gave a orange to",Jerry,Shannon,Jerry
951,Friends Suzanne and Evelyn found a blueberry at the theater. Suzanne gave it to Evelyn,Friends Suzanne and Evelyn found a blueberry at the theater. Suzanne gave it to,Evelyn,Suzanne,Evelyn
952,"While Yolanda and Mona were commuting to the forest, Mona gave a papaya to Yolanda","While Yolanda and Mona were commuting to the forest, Mona gave a papaya to",Yolanda,Mona,Yolanda
953,"While Carol and Ginger were working at the desert, Carol gave a plum to Ginger","While Carol and Ginger were working at the desert, Carol gave a plum to",Ginger,Carol,Ginger
954,"Then, Heidi and Kristina had a lot of fun at the library. Kristina gave a papaya to Heidi","Then, Heidi and Kristina had a lot of fun at the library. Kristina gave a papaya to",Heidi,Kristina,Heidi
955,"Then, Inez and Lorraine were working at the cafe. Inez decided to give a orange to Lorraine","Then, Inez and Lorraine were working at the cafe. Inez decided to give a orange to",Lorraine,Inez,Lorraine
956,"When Melanie and Velma got a cantaloupe at the shop, Velma decided to give it to Melanie","When Melanie and Velma got a cantaloupe at the shop, Velma decided to give it to",Melanie,Velma,Melanie
957,"Then, Erika and Mildred had a lot of fun at the park. Erika gave a pear to Mildred","Then, Erika and Mildred had a lot of fun at the park. Erika gave a pear to",Mildred,Erika,Mildred
958,"Then, Chelsea and Mona went to the bar. Mona gave a pineapple to Chelsea","Then, Chelsea and Mona went to the bar. Mona gave a pineapple to",Chelsea,Mona,Chelsea
959,Friends Eleanor and Jacqueline found a raspberry at the zoo. Eleanor gave it to Jacqueline,Friends Eleanor and Jacqueline found a raspberry at the zoo. Eleanor gave it to,Jacqueline,Eleanor,Jacqueline
960,"When Kathryn and Kari got a blueberry at the river, Kari decided to give the blueberry to Kathryn","When Kathryn and Kari got a blueberry at the river, Kari decided to give the blueberry to",Kathryn,Kari,Kathryn
961,"When Agnes and Theresa got a pineapple at the mountain, Agnes decided to give it to Theresa","When Agnes and Theresa got a pineapple at the mountain, Agnes decided to give it to",Theresa,Agnes,Theresa
962,"While Jerry and Robin were commuting to the market, Robin gave a strawberry to Jerry","While Jerry and Robin were commuting to the market, Robin gave a strawberry to",Jerry,Robin,Jerry
963,"When Sophia and Nellie got a pineapple at the forest, Sophia decided to give the pineapple to Nellie","When Sophia and Nellie got a pineapple at the forest, Sophia decided to give the pineapple to",Nellie,Sophia,Nellie
964,"After the lunch, Deanna and Pauline went to the bar. Pauline gave a raspberry to Deanna","After the lunch, Deanna and Pauline went to the bar. Pauline gave a raspberry to",Deanna,Pauline,Deanna
965,"Afterwards, Violet and Sarah went to the market. Violet gave a grape to Sarah","Afterwards, Violet and Sarah went to the market. Violet gave a grape to",Sarah,Violet,Sarah
966,"While Rosa and Rachel were working at the store, Rachel gave a cherry to Rosa","While Rosa and Rachel were working at the store, Rachel gave a cherry to",Rosa,Rachel,Rosa
967,"When Marilyn and Dianne got a honeydew at the zoo, Marilyn decided to give the honeydew to Dianne","When Marilyn and Dianne got a honeydew at the zoo, Marilyn decided to give the honeydew to",Dianne,Marilyn,Dianne
968,"Afterwards, Mark and Velma went to the river. Velma gave a kiwi to Mark","Afterwards, Mark and Velma went to the river. Velma gave a kiwi to",Mark,Velma,Mark
969,"While Alice and Carmen were working at the mountain, Alice gave a peach to Carmen","While Alice and Carmen were working at the mountain, Alice gave a peach to",Carmen,Alice,Carmen
970,The cave Sheila and Kristi went to had a pineapple. Kristi gave it to Sheila,The cave Sheila and Kristi went to had a pineapple. Kristi gave it to,Sheila,Kristi,Sheila
971,"While Richard and Doris were working at the store, Richard gave a papaya to Doris","While Richard and Doris were working at the store, Richard gave a papaya to",Doris,Richard,Doris
972,"While Theresa and Inez were working at the desert, Inez gave a mango to Theresa","While Theresa and Inez were working at the desert, Inez gave a mango to",Theresa,Inez,Theresa
973,"While Megan and Yolanda were working at the cave, Megan gave a pineapple to Yolanda","While Megan and Yolanda were working at the cave, Megan gave a pineapple to",Yolanda,Megan,Yolanda
974,"While Alicia and Lula were working at the home, Lula gave a plum to Alicia","While Alicia and Lula were working at the home, Lula gave a plum to",Alicia,Lula,Alicia
975,"After the lunch, Grace and Stella went to the beach. Grace gave a pineapple to Stella","After the lunch, Grace and Stella went to the beach. Grace gave a pineapple to",Stella,Grace,Stella
976,"Then, Evelyn and Kelly were thinking about going to the theater. Kelly wanted to give a grape to Evelyn","Then, Evelyn and Kelly were thinking about going to the theater. Kelly wanted to give a grape to",Evelyn,Kelly,Evelyn
977,"When Fannie and Jacqueline got a grape at the gym, Fannie decided to give the grape to Jacqueline","When Fannie and Jacqueline got a grape at the gym, Fannie decided to give the grape to",Jacqueline,Fannie,Jacqueline
978,"After Theresa and Sonia went to the theater, Sonia gave a strawberry to Theresa","After Theresa and Sonia went to the theater, Sonia gave a strawberry to",Theresa,Sonia,Theresa
979,"While Inez and Virginia were working at the beach, Inez gave a pear to Virginia","While Inez and Virginia were working at the beach, Inez gave a pear to",Virginia,Inez,Virginia
980,"Then, Kathryn and Kari went to the cave. Kari gave a grape to Kathryn","Then, Kathryn and Kari went to the cave. Kari gave a grape to",Kathryn,Kari,Kathryn
981,"Afterwards, Kristina and Melanie went to the shop. Kristina gave a kiwi to Melanie","Afterwards, Kristina and Melanie went to the shop. Kristina gave a kiwi to",Melanie,Kristina,Melanie
982,"Afterwards, David and Carol went to the beach. Carol gave a pineapple to David","Afterwards, David and Carol went to the beach. Carol gave a pineapple to",David,Carol,David
983,"Then, Jody and Leona were working at the shop. Jody decided to give a plum to Leona","Then, Jody and Leona were working at the shop. Jody decided to give a plum to",Leona,Jody,Leona
984,"Afterwards, Dianne and Alice went to the museum. Alice gave a papaya to Dianne","Afterwards, Dianne and Alice went to the museum. Alice gave a papaya to",Dianne,Alice,Dianne
985,The gym Teresa and Sarah went to had a kiwi. Teresa gave it to Sarah,The gym Teresa and Sarah went to had a kiwi. Teresa gave it to,Sarah,Teresa,Sarah
986,"When Wilma and Faye got a kiwi at the school, Faye decided to give it to Wilma","When Wilma and Faye got a kiwi at the school, Faye decided to give it to",Wilma,Faye,Wilma
987,"While Suzanne and Charlene were working at the market, Suzanne gave a kiwi to Charlene","While Suzanne and Charlene were working at the market, Suzanne gave a kiwi to",Charlene,Suzanne,Charlene
988,"While Brian and Suzanne were commuting to the cafe, Suzanne gave a strawberry to Brian","While Brian and Suzanne were commuting to the cafe, Suzanne gave a strawberry to",Brian,Suzanne,Brian
989,The market Robin and Melanie went to had a plum. Robin gave it to Melanie,The market Robin and Melanie went to had a plum. Robin gave it to,Melanie,Robin,Melanie
990,"When Stacy and Lee got a blackberry at the river, Lee decided to give the blackberry to Stacy","When Stacy and Lee got a blackberry at the river, Lee decided to give the blackberry to",Stacy,Lee,Stacy
991,"Then, Jessica and Anne were thinking about going to the zoo. Jessica wanted to give a blackberry to Anne","Then, Jessica and Anne were thinking about going to the zoo. Jessica wanted to give a blackberry to",Anne,Jessica,Anne
992,"After the lunch, Nellie and Melissa went to the zoo. Melissa gave a kiwi to Nellie","After the lunch, Nellie and Melissa went to the zoo. Melissa gave a kiwi to",Nellie,Melissa,Nellie
993,"Then, Rachel and Mattie went to the store. Rachel gave a blackberry to Mattie","Then, Rachel and Mattie went to the store. Rachel gave a blackberry to",Mattie,Rachel,Mattie
994,"Then, Harriet and Yvette were thinking about going to the school. Yvette wanted to give a raspberry to Harriet","Then, Harriet and Yvette were thinking about going to the school. Yvette wanted to give a raspberry to",Harriet,Yvette,Harriet
995,"Afterwards, Gwen and Chelsea went to the beach. Gwen gave a cantaloupe to Chelsea","Afterwards, Gwen and Chelsea went to the beach. Gwen gave a cantaloupe to",Chelsea,Gwen,Chelsea
